DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2017-05-15	27846195	Li Q	2016-11-11	Pharmacogenet Genomics	www.ncbi.nlm.nih.gov/pubmed/27846195	Genome-wide association study of paliperidone efficacy.	Response to paliperidone in schizophrenia (Multivariate)	1,390 European ancestry individuals	NA	4q28.3	4	138346969		LINC00499			ENSG00000251372			rs80052780-?	rs80052780	0	80052780	non_coding_transcript_exon_variant	0	NR	4E-7	6.3979400086720375	(MLM)			Illumina [~ 9000000] (imputed)	N	schizophrenia, response to paliperidone, schizophrenia symptom severity measurement	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0007925, http://www.ebi.ac.uk/efo/EFO_0007927	GCST004043	Genome-wide genotyping array
2017-05-15	27846195	Li Q	2016-11-11	Pharmacogenet Genomics	www.ncbi.nlm.nih.gov/pubmed/27846195	Genome-wide association study of paliperidone efficacy.	Response to paliperidone in schizophrenia (Multivariate)	1,390 European ancestry individuals	NA	10q21.1	10	56294881		AC069545.1 - ZWINT	ENSG00000270541	ENSG00000122952		547973	62346	rs61854820-?	rs61854820	0	61854820	intergenic_variant	1	NR	4E-7	6.3979400086720375	(MLM)			Illumina [~ 9000000] (imputed)	N	schizophrenia, response to paliperidone, schizophrenia symptom severity measurement	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0007925, http://www.ebi.ac.uk/efo/EFO_0007927	GCST004043	Genome-wide genotyping array
2017-05-15	27846195	Li Q	2016-11-11	Pharmacogenet Genomics	www.ncbi.nlm.nih.gov/pubmed/27846195	Genome-wide association study of paliperidone efficacy.	Response to paliperidone in schizophrenia (Multivariate)	1,390 European ancestry individuals	NA	14q24.3	14	77902942		ADCK1			ENSG00000063761			rs74065827-?	rs74065827	0	74065827	intron_variant	0	NR	7E-7	6.154901959985743	(MLM)			Illumina [~ 9000000] (imputed)	N	schizophrenia, response to paliperidone, schizophrenia symptom severity measurement	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0007925, http://www.ebi.ac.uk/efo/EFO_0007927	GCST004043	Genome-wide genotyping array
2017-05-15	27846195	Li Q	2016-11-11	Pharmacogenet Genomics	www.ncbi.nlm.nih.gov/pubmed/27846195	Genome-wide association study of paliperidone efficacy.	Response to paliperidone in schizophrenia (Multivariate)	1,390 European ancestry individuals	NA	3p11.1	3	88155583		C3orf38			ENSG00000179021			rs9815738-?	rs9815738	0	9815738	intron_variant	0	NR	7E-7	6.154901959985743	(MLM)			Illumina [~ 9000000] (imputed)	N	schizophrenia, response to paliperidone, schizophrenia symptom severity measurement	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0007925, http://www.ebi.ac.uk/efo/EFO_0007927	GCST004043	Genome-wide genotyping array
2017-05-15	27846195	Li Q	2016-11-11	Pharmacogenet Genomics	www.ncbi.nlm.nih.gov/pubmed/27846195	Genome-wide association study of paliperidone efficacy.	Response to paliperidone in schizophrenia (Multivariate)	1,390 European ancestry individuals	NA	10q21.1	10	56434080		AC010996.1 - AC025039.1	ENSG00000287016	ENSG00000238707		69366	161883	rs61857276-?	rs61857276	0	61857276	intergenic_variant	1	NR	8E-7	6.096910013008056	(MLM)			Illumina [~ 9000000] (imputed)	N	schizophrenia, response to paliperidone, schizophrenia symptom severity measurement	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0007925, http://www.ebi.ac.uk/efo/EFO_0007927	GCST004043	Genome-wide genotyping array
2017-05-15	27846195	Li Q	2016-11-11	Pharmacogenet Genomics	www.ncbi.nlm.nih.gov/pubmed/27846195	Genome-wide association study of paliperidone efficacy.	Response to paliperidone in schizophrenia (Multivariate)	1,390 European ancestry individuals	NA	13q14.11	13	43866062		CCDC122			ENSG00000151773			rs78547569-?	rs78547569	0	78547569	intron_variant	0	NR	2E-6	5.698970004336019	(MLM)			Illumina [~ 9000000] (imputed)	N	schizophrenia, response to paliperidone, schizophrenia symptom severity measurement	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0007925, http://www.ebi.ac.uk/efo/EFO_0007927	GCST004043	Genome-wide genotyping array
2017-05-15	27846195	Li Q	2016-11-11	Pharmacogenet Genomics	www.ncbi.nlm.nih.gov/pubmed/27846195	Genome-wide association study of paliperidone efficacy.	Response to paliperidone in schizophrenia (Multivariate)	1,390 European ancestry individuals	NA	14q24.3	14	77646050		SPTLC2 - COX6CP11	ENSG00000100596	ENSG00000258668		29277	6777	rs59721556-?	rs59721556	0	59721556	TF_binding_site_variant	1	NR	2E-6	5.698970004336019	(MLM)			Illumina [~ 9000000] (imputed)	N	schizophrenia, response to paliperidone, schizophrenia symptom severity measurement	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0007925, http://www.ebi.ac.uk/efo/EFO_0007927	GCST004043	Genome-wide genotyping array
2017-05-15	27846195	Li Q	2016-11-11	Pharmacogenet Genomics	www.ncbi.nlm.nih.gov/pubmed/27846195	Genome-wide association study of paliperidone efficacy.	Response to paliperidone in schizophrenia (Multivariate)	1,390 European ancestry individuals	NA	11q24.2	11	124166986		OR10D1P - OR10D3	ENSG00000196403	ENSG00000197309		7630	16359	rs118106993-?	rs118106993	0	118106993	intergenic_variant	1	NR	3E-6	5.522878745280337	(MLM)			Illumina [~ 9000000] (imputed)	N	schizophrenia, response to paliperidone, schizophrenia symptom severity measurement	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0007925, http://www.ebi.ac.uk/efo/EFO_0007927	GCST004043	Genome-wide genotyping array
2017-05-15	27846195	Li Q	2016-11-11	Pharmacogenet Genomics	www.ncbi.nlm.nih.gov/pubmed/27846195	Genome-wide association study of paliperidone efficacy.	Response to paliperidone in schizophrenia (Multivariate)	1,390 European ancestry individuals	NA	14q32.13	14	94385882		SERPINA1, SERPINA1			ENSG00000197249, ENSG00000277377			rs72706301-?	rs72706301	0	72706301	intron_variant	0	NR	3E-6	5.522878745280337	(MLM)			Illumina [~ 9000000] (imputed)	N	schizophrenia, response to paliperidone, schizophrenia symptom severity measurement	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0007925, http://www.ebi.ac.uk/efo/EFO_0007927	GCST004043	Genome-wide genotyping array
2017-05-15	27846195	Li Q	2016-11-11	Pharmacogenet Genomics	www.ncbi.nlm.nih.gov/pubmed/27846195	Genome-wide association study of paliperidone efficacy.	Response to paliperidone in schizophrenia (Multivariate)	1,390 European ancestry individuals	NA	2p24.3	2	12647004		MIR3681HG			ENSG00000224184			rs56175057-?	rs56175057	0	56175057	intron_variant	0	NR	3E-6	5.522878745280337	(MLM)			Illumina [~ 9000000] (imputed)	N	schizophrenia, response to paliperidone, schizophrenia symptom severity measurement	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0007925, http://www.ebi.ac.uk/efo/EFO_0007927	GCST004043	Genome-wide genotyping array
2017-05-15	27846195	Li Q	2016-11-11	Pharmacogenet Genomics	www.ncbi.nlm.nih.gov/pubmed/27846195	Genome-wide association study of paliperidone efficacy.	Response to paliperidone in schizophrenia (Multivariate)	1,390 European ancestry individuals	NA	20q11.23	20	35901643		PHF20			ENSG00000025293			rs7267005-?	rs7267005	0	7267005	intron_variant	0	NR	4E-6	5.3979400086720375	(MLM)			Illumina [~ 9000000] (imputed)	N	schizophrenia, response to paliperidone, schizophrenia symptom severity measurement	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0007925, http://www.ebi.ac.uk/efo/EFO_0007927	GCST004043	Genome-wide genotyping array
2017-05-15	27846195	Li Q	2016-11-11	Pharmacogenet Genomics	www.ncbi.nlm.nih.gov/pubmed/27846195	Genome-wide association study of paliperidone efficacy.	Response to paliperidone in schizophrenia (Multivariate)	1,390 European ancestry individuals	NA	13q14.11	13	43665045		ENOX1			ENSG00000120658			rs145463728-?	rs145463728	0	145463728	intron_variant	0	NR	5E-6	5.301029995663981	(MLM)			Illumina [~ 9000000] (imputed)	N	schizophrenia, response to paliperidone, schizophrenia symptom severity measurement	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0007925, http://www.ebi.ac.uk/efo/EFO_0007927	GCST004043	Genome-wide genotyping array
2017-05-15	27846195	Li Q	2016-11-11	Pharmacogenet Genomics	www.ncbi.nlm.nih.gov/pubmed/27846195	Genome-wide association study of paliperidone efficacy.	Response to paliperidone in schizophrenia (Multivariate)	1,390 European ancestry individuals	NA	14q24.3	14	75398548		LINC01220 - AF111167.2	ENSG00000259687	ENSG00000259319		100439	25135	rs12323387-?	rs12323387	0	12323387	intergenic_variant	1	NR	6E-6	5.221848749616356	(MLM)			Illumina [~ 9000000] (imputed)	N	schizophrenia, response to paliperidone, schizophrenia symptom severity measurement	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0007925, http://www.ebi.ac.uk/efo/EFO_0007927	GCST004043	Genome-wide genotyping array
2017-05-15	27846195	Li Q	2016-11-11	Pharmacogenet Genomics	www.ncbi.nlm.nih.gov/pubmed/27846195	Genome-wide association study of paliperidone efficacy.	Response to paliperidone in schizophrenia (Multivariate)	1,390 European ancestry individuals	NA	12p13.31	12	6956243		PTPN6			ENSG00000111679			rs7963446-?	rs7963446	0	7963446	intron_variant	0	NR	6E-6	5.221848749616356	(MLM)			Illumina [~ 9000000] (imputed)	N	schizophrenia, response to paliperidone, schizophrenia symptom severity measurement	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0007925, http://www.ebi.ac.uk/efo/EFO_0007927	GCST004043	Genome-wide genotyping array
2017-05-15	27846195	Li Q	2016-11-11	Pharmacogenet Genomics	www.ncbi.nlm.nih.gov/pubmed/27846195	Genome-wide association study of paliperidone efficacy.	Response to paliperidone in schizophrenia (Multivariate)	1,390 European ancestry individuals	NA	5q21.3	5	107528014		EFNA5			ENSG00000184349			rs464250-?	rs464250	0	464250	intron_variant	0	NR	6E-6	5.221848749616356	(MLM)			Illumina [~ 9000000] (imputed)	N	schizophrenia, response to paliperidone, schizophrenia symptom severity measurement	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0007925, http://www.ebi.ac.uk/efo/EFO_0007927	GCST004043	Genome-wide genotyping array
2017-05-15	27846195	Li Q	2016-11-11	Pharmacogenet Genomics	www.ncbi.nlm.nih.gov/pubmed/27846195	Genome-wide association study of paliperidone efficacy.	Response to paliperidone in schizophrenia (Multivariate)	1,390 European ancestry individuals	NA	9p24.1	9	7887951		DMAC1			ENSG00000137038			rs10758913-?	rs10758913	0	10758913	intron_variant	0	NR	7E-6	5.154901959985743	(MLM)			Illumina [~ 9000000] (imputed)	N	schizophrenia, response to paliperidone, schizophrenia symptom severity measurement	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0007925, http://www.ebi.ac.uk/efo/EFO_0007927	GCST004043	Genome-wide genotyping array
2017-05-15	27846195	Li Q	2016-11-11	Pharmacogenet Genomics	www.ncbi.nlm.nih.gov/pubmed/27846195	Genome-wide association study of paliperidone efficacy.	Response to paliperidone in schizophrenia (Multivariate)	1,390 European ancestry individuals	NA	18q21.1	18	47139286		AC012254.2, HDHD2			ENSG00000267228, ENSG00000167220			rs76297747-?	rs76297747	0	76297747	intron_variant	0	NR	7E-6	5.154901959985743	(MLM)			Illumina [~ 9000000] (imputed)	N	schizophrenia, response to paliperidone, schizophrenia symptom severity measurement	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0007925, http://www.ebi.ac.uk/efo/EFO_0007927	GCST004043	Genome-wide genotyping array
2017-05-15	27846195	Li Q	2016-11-11	Pharmacogenet Genomics	www.ncbi.nlm.nih.gov/pubmed/27846195	Genome-wide association study of paliperidone efficacy.	Response to paliperidone in schizophrenia (Multivariate)	1,390 European ancestry individuals	NA	10q21.1	10	56074184		AC069545.1 - ZWINT	ENSG00000270541	ENSG00000122952		327276	283043	rs77217161-?	rs77217161	0	77217161	intergenic_variant	1	NR	7E-6	5.154901959985743	(MLM)			Illumina [~ 9000000] (imputed)	N	schizophrenia, response to paliperidone, schizophrenia symptom severity measurement	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0007925, http://www.ebi.ac.uk/efo/EFO_0007927	GCST004043	Genome-wide genotyping array
2017-05-15	27846195	Li Q	2016-11-11	Pharmacogenet Genomics	www.ncbi.nlm.nih.gov/pubmed/27846195	Genome-wide association study of paliperidone efficacy.	Response to paliperidone in schizophrenia (Multivariate)	1,390 European ancestry individuals	NA	20q11.22	20	35678548		NFS1			ENSG00000244005			rs7268897-?	rs7268897	0	7268897	intron_variant	0	NR	8E-6	5.096910013008056	(MLM)			Illumina [~ 9000000] (imputed)	N	schizophrenia, response to paliperidone, schizophrenia symptom severity measurement	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0007925, http://www.ebi.ac.uk/efo/EFO_0007927	GCST004043	Genome-wide genotyping array
2017-05-15	27846195	Li Q	2016-11-11	Pharmacogenet Genomics	www.ncbi.nlm.nih.gov/pubmed/27846195	Genome-wide association study of paliperidone efficacy.	Response to paliperidone in schizophrenia (Multivariate)	1,390 European ancestry individuals	NA	20p12.3	20	8426427		PLCB1			ENSG00000182621			rs6055808-?	rs6055808	0	6055808	intron_variant	0	NR	8E-6	5.096910013008056	(MLM)			Illumina [~ 9000000] (imputed)	N	schizophrenia, response to paliperidone, schizophrenia symptom severity measurement	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0007925, http://www.ebi.ac.uk/efo/EFO_0007927	GCST004043	Genome-wide genotyping array
2017-05-15	27846195	Li Q	2016-11-11	Pharmacogenet Genomics	www.ncbi.nlm.nih.gov/pubmed/27846195	Genome-wide association study of paliperidone efficacy.	Response to paliperidone in schizophrenia (Multivariate)	1,390 European ancestry individuals	NA	7q22.1	7	101528955		COL26A1			ENSG00000160963			rs145252195-?	rs145252195	0	145252195	intron_variant	0	NR	8E-6	5.096910013008056	(MLM)			Illumina [~ 9000000] (imputed)	N	schizophrenia, response to paliperidone, schizophrenia symptom severity measurement	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0007925, http://www.ebi.ac.uk/efo/EFO_0007927	GCST004043	Genome-wide genotyping array
2017-05-15	27846195	Li Q	2016-11-11	Pharmacogenet Genomics	www.ncbi.nlm.nih.gov/pubmed/27846195	Genome-wide association study of paliperidone efficacy.	Response to paliperidone in schizophrenia (Multivariate)	1,390 European ancestry individuals	NA	5q13.3	5	76647574		IQGAP2			ENSG00000145703			rs55728704-?	rs55728704	0	55728704	intron_variant	0	NR	8E-6	5.096910013008056	(MLM)			Illumina [~ 9000000] (imputed)	N	schizophrenia, response to paliperidone, schizophrenia symptom severity measurement	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0007925, http://www.ebi.ac.uk/efo/EFO_0007927	GCST004043	Genome-wide genotyping array
2017-05-15	27846195	Li Q	2016-11-11	Pharmacogenet Genomics	www.ncbi.nlm.nih.gov/pubmed/27846195	Genome-wide association study of paliperidone efficacy.	Response to paliperidone in schizophrenia (Multivariate)	1,390 European ancestry individuals	NA	8p23.3	8	1214070		DLGAP2, DLGAP2			ENSG00000198010, ENSG00000282318			rs80058639-?	rs80058639	0	80058639	intron_variant	0	NR	9E-6	5.045757490560675	(MLM)			Illumina [~ 9000000] (imputed)	N	schizophrenia, response to paliperidone, schizophrenia symptom severity measurement	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0007925, http://www.ebi.ac.uk/efo/EFO_0007927	GCST004043	Genome-wide genotyping array
2017-05-15	27846195	Li Q	2016-11-11	Pharmacogenet Genomics	www.ncbi.nlm.nih.gov/pubmed/27846195	Genome-wide association study of paliperidone efficacy.	Response to paliperidone in schizophrenia (Multivariate)	1,390 European ancestry individuals	NA	9q21.12	9	70368818		SMC5 - KLF9	ENSG00000198887	ENSG00000119138		13945	15779	rs202106186-?	rs202106186	0	202106186	intergenic_variant	1	NR	9E-6	5.045757490560675	(MLM)			Illumina [~ 9000000] (imputed)	N	schizophrenia, response to paliperidone, schizophrenia symptom severity measurement	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0007925, http://www.ebi.ac.uk/efo/EFO_0007927	GCST004043	Genome-wide genotyping array
2017-05-15	27846195	Li Q	2016-11-11	Pharmacogenet Genomics	www.ncbi.nlm.nih.gov/pubmed/27846195	Genome-wide association study of paliperidone efficacy.	Response to paliperidone in schizophrenia (Multivariate)	1,390 European ancestry individuals	NA	18q22.1	18	67518184		AC114689.3			ENSG00000265533			rs6566288-?	rs6566288	0	6566288	intron_variant	0	NR	9E-6	5.045757490560675	(MLM)			Illumina [~ 9000000] (imputed)	N	schizophrenia, response to paliperidone, schizophrenia symptom severity measurement	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0007925, http://www.ebi.ac.uk/efo/EFO_0007927	GCST004043	Genome-wide genotyping array
2017-05-15	27846195	Li Q	2016-11-11	Pharmacogenet Genomics	www.ncbi.nlm.nih.gov/pubmed/27846195	Genome-wide association study of paliperidone efficacy.	Response to paliperidone in schizophrenia (CGI-S score)	1,390 European ancestry cases	NA	18q22.3	18	71851474		AC027458.1			ENSG00000260457			rs2685441-?	rs2685441	0	2685441	intron_variant	0	NR	2E-6	5.698970004336019	(MLM)	0.1840039	[0.11-0.26] unit decrease	Illumina [~ 9000000] (imputed)	N	schizophrenia, response to paliperidone, schizophrenia symptom severity measurement	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0007925, http://www.ebi.ac.uk/efo/EFO_0007927	GCST004039	Genome-wide genotyping array
2017-05-15	27846195	Li Q	2016-11-11	Pharmacogenet Genomics	www.ncbi.nlm.nih.gov/pubmed/27846195	Genome-wide association study of paliperidone efficacy.	Response to paliperidone in schizophrenia (CGI-S score)	1,390 European ancestry cases	NA	12q23.1	12	101060211		ANO4			ENSG00000151572			rs644939-?	rs644939	0	644939	intron_variant	0	NR	6E-7	6.221848749616356	(MLM)	0.2339642	[0.14-0.33] unit increase	Illumina [~ 9000000] (imputed)	N	schizophrenia, response to paliperidone, schizophrenia symptom severity measurement	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0007925, http://www.ebi.ac.uk/efo/EFO_0007927	GCST004039	Genome-wide genotyping array
2017-05-15	27846195	Li Q	2016-11-11	Pharmacogenet Genomics	www.ncbi.nlm.nih.gov/pubmed/27846195	Genome-wide association study of paliperidone efficacy.	Response to paliperidone in schizophrenia (CGI-S score)	1,390 European ancestry cases	NA	14q24.3	14	77646050		SPTLC2 - COX6CP11	ENSG00000100596	ENSG00000258668		29277	6777	rs59721556-?	rs59721556	0	59721556	TF_binding_site_variant	1	NR	3E-7	6.522878745280337	(MLM)	0.2564292	[0.16-0.35] unit increase	Illumina [~ 9000000] (imputed)	N	schizophrenia, response to paliperidone, schizophrenia symptom severity measurement	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0007925, http://www.ebi.ac.uk/efo/EFO_0007927	GCST004039	Genome-wide genotyping array
2017-05-15	27846195	Li Q	2016-11-11	Pharmacogenet Genomics	www.ncbi.nlm.nih.gov/pubmed/27846195	Genome-wide association study of paliperidone efficacy.	Response to paliperidone in schizophrenia (CGI-S score)	1,390 European ancestry cases	NA	10p14	10	10683500		CELF2-DT - AL136452.1	ENSG00000270111	ENSG00000228997		221139	92723	rs11256768-?	rs11256768	0	11256768	intergenic_variant	1	NR	8E-6	5.096910013008056	(MLM)	0.23322	[0.13-0.34] unit increase	Illumina [~ 9000000] (imputed)	N	schizophrenia, response to paliperidone, schizophrenia symptom severity measurement	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0007925, http://www.ebi.ac.uk/efo/EFO_0007927	GCST004039	Genome-wide genotyping array
2017-05-15	27846195	Li Q	2016-11-11	Pharmacogenet Genomics	www.ncbi.nlm.nih.gov/pubmed/27846195	Genome-wide association study of paliperidone efficacy.	Response to paliperidone in schizophrenia (CGI-S score)	1,390 European ancestry cases	NA	6p21.1	6	45852033		RUNX2 - CLIC5	ENSG00000124813	ENSG00000112782		187684	28794	rs17288586-?	rs17288586	0	17288586	intergenic_variant	1	NR	7E-6	5.154901959985743	(MLM)	0.23989	[0.14-0.34] unit increase	Illumina [~ 9000000] (imputed)	N	schizophrenia, response to paliperidone, schizophrenia symptom severity measurement	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0007925, http://www.ebi.ac.uk/efo/EFO_0007927	GCST004039	Genome-wide genotyping array
